AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
2.404969023,4.353017864,1,1.056429379,25.92032984,13.72472616,55.23259419,3.379966676,3.046010372,14.16102855,0,40.39280138,25.61319411,12.59568088,0.808597503,38.97488947,5.508900673,-0.632038083,-0.091606757,-0.945913802,411.9736925,119.8291044,276.6245798,125.2109089,700.13988,151.4222285,83.25954,408.0123265,-46.88778476,141.780152,5.548210876,15.20119371,22.58407481,4.27230682,-1.486839621,-0.265809613,115.3488351,280.1548008,66.0770159,75.41669475,1
1,0.358238628,2.4267449,1,20.72823381,0.812574533,8.643931408,-0.921372202,23.44755906,-0.163954689,-2.987030621,32.73194323,18.54272498,10.02766232,2.926908689,11.11391306,0.323115592,3.763238496,3.9011823,1.621158032,128.0339295,127.5158189,293.3238584,269.8089685,231.6855664,67.51408378,658.9109344,57.68236687,1.62683354,2.928566056,14.427598,5,22.40644821,1,2.076634969,0.205504764,51.48410704,28.00436365,125.0974384,15.38117329,1
2.629187476,-0.213827132,2,1,8.35737629,2,8.405735839,0,1,0,0,13,153.3044292,55.93125893,6.526410738,15.64608749,0,-0.469380472,0,2.622636462,412.6169461,12.51542554,141.3908035,1066.143868,-60.01926519,105.8448842,270.8942189,801.3065968,7.54773645,21.57719139,-0.723054133,7.913729531,18.91358013,-7.252844524,8.785328517,4.289586515,120.8691444,48.09015009,33.16979295,8.857984296,1
8.732824216,1,2.752066573,2.678871999,13.46036311,2.93731554,7.315676027,-1.95865677,7.858353523,0,0,5.771891786,42.01301719,45.64938757,9.71850273,4.214792677,56.04944427,5.972920973,2.003547364,6.253112434,475.082592,280.7809995,781.1300139,156.142851,-236.3670626,47.4293711,604.1327721,1949.707222,284.7191573,315.8501377,8.95434515,10.64471301,5.358651165,1,4.891118352,0.327444282,27.73196797,72.98561547,105.0651006,70.29192057,1
-0.961452221,2.433006548,1,1,18.32060843,-1.244935066,15.45395151,0,2.535740609,0,0,3.27577709,25.79433193,20.72686267,9.735091807,64.9832019,0,0.537915785,0,42.22811775,74.46789549,15,290.8088116,76.12364329,19.25415432,34.13257206,-31.81655036,1646.207432,273.7174855,20.15057246,4.789148998,-1.937789022,12.07510897,9.896464136,3,0.525997791,55.75399759,74.045794,2.096217596,4.700598398,1
3.102934109,2.565259977,1.180429069,6.280416531,13.18666455,0,10.67970689,11.82436278,3.161628226,1.812409533,0,10.50556059,11.80692323,1.962718613,14.71056044,16.9003298,1.294361726,1.521665602,27.26134498,10.22930867,125.9243948,67.91516776,194.706612,235.0227795,55.21192695,152.7295017,823.0657917,66.60565421,348.5136888,49.44000581,-0.922583681,10.91706041,25.89069438,7.739329414,0.751052908,-1.005841796,67.94726656,42.51950927,116.5751226,6,1
1,6.448429854,3.428437878,1,7.846977254,6.190199127,11.22028542,0,1,-1.005461922,0,12.56426636,98.65647272,20.45185103,0,29.92957495,2.861408485,34.03544491,1.245488621,2.449461615,359.2357912,339.714695,1608.569419,23.56518934,799.4160675,21.99810769,-15.29231065,765.0309799,86.34032978,67.16721846,2,40.0945903,27.02612005,1,3.405416451,0.27502115,0.609738488,80.77498343,42.297011,-110.1567762,1
4.3377481,1,2,1,24.0666654,-4.433029131,49.67648689,4.893839008,0.818907891,0,0,49.28755133,18.21635774,1,-2.362716986,2.069148068,3.552366717,6.316196237,11.12319129,13.78758099,291.9510816,33.65536475,495.9488639,889.182705,420.5694655,62.54705017,283.5881763,202.1765611,118.2757527,79.70737329,37.88809623,4.429795967,12.43346574,0.225613408,6.357471307,0.140941356,211.5696071,36.75329079,24.52607325,7.803368122,1
3.875045745,2.744673304,2.914479629,1,34.57457728,-0.517875136,5.785856073,3.527674847,2.180691516,0,-0.73325853,9.595395964,15.65959593,47.80123783,0,43.8991288,0,0,-0.545270719,29.85851386,191.6098432,10.4171087,-51.96138128,632.2929978,4.162630679,46.36796,244.6693733,96.45150269,141.0524021,74.05350929,-1.84043324,-9.295759152,13.18864178,10.75980296,4.054533359,-0.007335797,37.63826218,44.14863338,0.121406903,4.246449097,1
-2.443212522,-1.017187338,6.084373974,1,19.94744136,-8.268877099,10.75599184,0,2.554623327,0,0.292343464,32.87582922,76.24046433,61.72705106,4.434574785,7.004371028,1.452358987,0,18.65448633,54.56058712,233.893156,40.11836289,113.2643406,132.7658017,329.9334312,23.85107672,3.908348239,914.1198323,232.3029901,1037.617514,14.51208407,0.650215373,27.83910599,44.46342687,3.533241722,0.165750927,251.4772956,2.108905822,-5.530927075,7.594781701,1
2.132102594,2.860426154,2.25595166,1,11.3312322,0,20.66306406,1.189976266,1,1.179812825,-5.099415632,31.92892342,75.69805249,-2.999047257,-2.385932018,16.86625963,-0.949475059,0,1.199690691,9.198081763,613.7850522,74.41112118,-7.418795672,23.86706777,196.3075503,42.34232984,24.36976176,1406.450109,18.75868069,575.2722734,14.33438795,2.645614485,-0.900996721,9.341540966,0.591239804,0.429161565,19.95339741,22.46744736,234.0607769,13.44794891,1
2.634198546,1,3.70246215,1,23.95567342,0,12.24187101,0,2.421139967,0,-0.717602416,9.839472887,18.1383208,46.18409344,0,40.95843707,0,0,0,16.1630639,318.5823925,23.41403282,2472.897082,88.48445463,455.4399654,1.374694092,58.45514512,331.7106065,217.6066784,150.7470762,5.043687415,3.437602098,33.77053475,1,-0.324123603,0.336631062,45.27799672,25.93556398,129.6286706,27.59607837,1
2.685697565,0.355135314,3.257405121,1,20.00524932,0,13.85362402,0,2,0,3.565934369,51.10640822,40.80489709,20.95625312,6.231270308,52.80473462,0.231154621,1.983399885,5.111362525,7.507551276,524.7101333,1.894795853,133.6764968,4.092146656,119.1663436,44.70957575,10.46746902,148.6133803,168.3559375,74.49749822,-0.568895671,8.082455615,3.162284399,3.458834176,3.387941137,0.148411961,21.43028621,26.58305779,34.54368058,224.5754678,1
2.024928582,4.116480441,3,1,20.96079795,0,29.5129091,1.344923059,1,19.52059277,-0.665318946,9.456337345,31.91649037,64.5387588,0.711194066,7.398485137,0,9.850205981,7.951023062,10.24230806,251.7023403,112.8163022,1274.528961,65.05334932,621.6811263,34.8373359,73.18451914,146.1662173,-1.293356412,132.0094494,112.5138416,11.80209975,33.56372575,5.606018262,3.755458307,0.211668362,90.22010207,-5.360594823,21.00415485,-1.926981049,1
4.830742254,4.013137057,2,1,23.76695656,0,-1.928578871,0,-1.255805454,0,0,14.5986586,4,3,7.440505301,6.895440692,0,0,0,24.4199268,2086.636624,29.53800133,112.3533199,67.44147758,55.96762182,50.72011221,62.53951395,59.43473464,61.86104114,161.5796937,4.265796235,13.5472972,4.426726968,6,3.532700222,-0.007020486,-25.11987965,250.5827362,139.9864794,58.64086447,1
0.728824165,8.770133523,1,1,7.601120007,0,2.339546953,11.33209415,10.35108649,0,0,2,-6.469751237,24.80946043,1.001366846,21.66718296,1.169856895,0,-2.832236035,26.94745114,323.5918427,19,359.0674926,87.69400939,1412.724878,34.0092369,66.22162786,91.30012049,66.96814557,56.30385156,3.566377498,-3.020819574,10.77474903,0.705804506,0.657774659,0.104370015,106.4024418,120.5136315,-24.11953321,64.65822883,1
4.541181251,2.544870502,1,1,21.90577529,0,55.53563245,-0.88138085,1,11.3348908,0,11.19233749,-1.091654092,27.9710533,11.71385493,10.5469071,-0.137123311,4.362807376,4.330890586,5.053529214,153.235373,25.77207977,159.2121548,155.1392685,128.8572306,105.2245637,378.2706735,1137.793577,234.1187828,-140.0776396,6.085352032,8.52111259,15.58171651,1,1.302659511,0.360127659,16.20309817,36.82341445,168.3294558,-7.861482295,1
0.960648475,0.109312243,3.50499968,0.987855765,4.766912095,0,4.329571611,-0.081411038,3.734595385,0,0,17.38135012,79.21269548,11.00306588,41.79284401,37.27416216,1.106090525,12.50990107,0,71.30588116,461.2772294,33.12021377,149.4353912,8.573823377,112.621869,214.1669223,31.02026852,83.40272807,494.4633354,418.2634334,6.664413947,9,27.15685434,3,-0.794065934,-0.121594313,24.38334166,227.9039905,-10.42900231,106.4191111,1
3.826732769,2,2.020131264,-4.042381239,36.57496488,1.436060742,1.838674623,-0.560902863,3.09143547,0,0,104.5441871,0.982474203,24.35151512,0,16.36688264,-0.426010554,0,0,1.144522497,2475.951948,7.145927305,434.0462498,206.0578734,817.4934449,149.6202882,487.5893716,304.6148709,34,172.3699586,8.936179741,34.76789084,9.585001689,11.72169467,7.303763839,0.084701544,18,38.70019632,26.47648308,125.4785114,1
1,1.01488323,-8.050522219,1,67.58029397,9.812189439,22.60537411,0,0.684429007,1.51967665,7.957472629,20.62773193,1.427743319,27.73653505,28.24120455,31.37738722,0,13.25465609,0,5.315452182,425.1582403,53.39424965,7.978481958,73.36242574,22.20674951,30.10493899,140.5846708,120.7016437,39.05637871,695.4969145,0.285913148,16.70896552,3.318341226,7.617039643,4.284822125,0.195181892,37.66433205,27.1923062,117.2423459,33.84277677,1
0.074617935,2.900625562,1,1,2.141860015,0,3.113061564,12.31472569,-0.725376985,0,-0.289049971,106.8126786,63.15944107,21.4172944,217.3462965,15.07053203,0,2.496118921,2.252079929,5.818458542,2142.643195,160.0734935,307.5469721,161.9160984,6,12.95361908,-180.8967338,0.524239883,146.6021816,126.7300593,5.475780787,5.232300934,6.920767391,6.280150796,0.979560065,0.342019415,25.21607398,87.36175908,52.97081966,82.85622288,1
1.535864533,0.304796942,1.995712865,1,13.88893949,0,28.65925842,11.88944768,0.911560613,3.915114207,0,13.62943832,36.14593015,12.12473887,0,97.35144749,4.975424952,3.384028546,0,66.76454581,136.2644876,15,751.1300823,668.8415157,473.9684175,35.7016101,7.046649597,39.37601916,108.604152,41.95237089,11.28054138,1,9.248121686,8.770604349,1.102748392,0.372589924,63.842351,127.6204856,137.4028018,136.9430858,1
-3.256205679,1,1,1,9.108829083,3.961019911,11.69511082,4.961915641,4.193757023,0,0,126.035952,29.9618862,15.00733767,-0.147955402,4.719533106,-0.409840402,6.385997033,2.81419085,10.22159405,73.056787,111.5059534,785.0104069,129.5758394,19.30544334,20.12369338,-31.25646229,82.26513863,140.5053775,7.409987876,9.646005946,1,6.809628431,6.889032859,3.912383526,-0.074639959,35.39247618,22.59456888,14.86948623,9.488963267,1
0.044681884,0.57641125,1,1,14.53533594,1.209105506,17.14619341,-0.736771057,-0.742181216,-4.515608579,0,-46.05989835,14.61695963,-2.926039835,-1.173830453,3,0,1.855905212,0,3.020452779,306.8743753,10.0775201,95.42450268,-31.34001429,402.1765169,29.37892603,807.7717706,75.51739424,193.4959464,453.9488873,14.87745726,8.125812578,8.824277873,4.757219855,6.909512436,0.843858885,375.4238304,28.70109848,0.389442865,75.22820333,1
1,2,1,1,-1.252700787,0,20.90148865,3.918376235,2.251072934,1.058370938,0,21.07210077,35.469827,30.52082457,0,40.02954632,1.628535598,0,7.414163336,16.6810208,1216.046611,2.788899486,2346.889328,262.4382911,622.7263287,9.052089378,-62.56468285,-9.190972705,205.682385,87.8355733,5.535373702,5.588264029,19.12514204,33.00920076,4,0.581555937,386.1573762,-17.02600647,39.06781514,148.0391706,1
3.821154025,2.140318132,3.60222005,1,15.87746956,-0.243844514,2.759386048,-5.221161195,4.764665517,0,-2.135373418,3.738842886,65.98501762,3.101705202,-1.112733004,1.843017943,0,2.769332482,0,93.53629607,1022.448342,9.163890158,216.5599359,193.5174419,19.52381335,152.314446,458.6320067,340.2092596,50.43782759,643.5698258,14.17465251,4.847589305,25.51200151,1,3,0.082448797,56.29520551,77.99969289,1.634012885,71.16442508,1
4.595379787,1,4.1568159,1,25.2579817,3.82924105,4.971246164,-1.606385665,1,0,0,6.566830327,29.89565461,-2.168699164,17.60096916,77.75961043,1.156477153,11.08920185,2.962188943,37.13025149,532.872808,53.26452206,70.59246251,46.00892844,93.38810589,19.27871516,14.36099528,2275.004071,49.27669752,238.8538445,5.024526561,6.246671362,10.2437381,0,5.580803072,0.333119482,336.140731,348.4391826,50.16593738,35.42858879,1
2.749625852,2.153192822,4.647416501,1,37.06747182,3.037391896,5.654870141,0,15.30522198,6.9877004,1,16.53573145,100.0822021,-20.96990342,-3.061463513,7.791134221,-8.063994918,0,1,53.94113233,969.9818722,-27.51116278,3657.489149,262.751017,75.80100148,97.03984379,740.0952747,-193.5108279,78.78435319,196.3292989,8.427911955,0.167160744,-0.227048876,3.333650058,6.367221355,0.313552917,14.37267907,48.29698725,-173.3443743,5.210721942,1
2.678028959,4.556513757,2.464338734,1,14.47490747,-0.274954704,41.5638211,1,2.73923587,22.2134683,17.86355865,5.985706123,41.77509741,60.37464956,1.995655584,11.90690058,0.902524305,0,-0.513159231,2.898072583,1.654219743,60.41268559,202.6072377,77.33339619,407.1356032,78.25833321,576.773911,909.2931476,148.639631,124.9821202,12.00419138,3.569700551,8.207541949,5.350222084,3.522056457,0.1160891,281.9120764,23.81733118,143.6443752,27.43369905,1
1,1,2.361790049,1,11.42054998,1.599576573,31.45635123,0,3.306278471,4.758475023,-0.715495822,52.72602498,-3.183207601,54.89600526,-0.918360447,10.81321821,0,0,0,7.555748103,441.4611808,-18.97627542,219.2912087,272.8783248,483.9289058,37.25895206,40.36845811,87.93701832,33.80801944,122.4823047,15.05077118,1.874562908,5.569730757,1,4.321005825,0.490041515,1.918452208,121.1182305,41.58650433,44.26425371,1
2.319813046,2.965807309,2.94209635,1,9.368817653,0,44.0029329,2.15175303,1,16.76215507,0,15.26979506,52.18688304,12.65710157,-16.31759413,5.282796649,10.94588033,1.140123478,0,58.03289694,-130.558089,121.9328715,74.77683109,43.50829885,280.9566007,113.2279768,98.78206557,-52.57544536,843.1428547,318.8992462,1.089893045,-0.493862956,6.3249329,3.46622144,7.266590638,0.362187463,113.9567109,7,35.75604244,29.52153138,1
1,2.775608654,1,1,21.56754253,0,19.93807178,7834.746138,2.789028735,0,-0.647716676,9.165992353,18.59581995,15.11131608,53.31580798,10.12446832,-0.488501914,2,-0.036705439,55.00172609,10.90119887,48.55717464,129.1759672,219.1290242,22.82851839,285.9106225,0.791935334,125.1281192,56.77692982,105.1125027,65.89565929,38.4527784,-7.59170044,1,1.014669751,0.455502296,54.96758414,111.7660622,6.41020125,11.73028516,1
1,2.160672835,1,1,16.66186524,0.567399072,4,3,1.716441602,6.216917704,1.150200883,17.23701916,11.37514291,24.04206538,-1.625531427,25.87449624,0,9.47753604,3.920376324,33.80578732,200.7552007,34.29364196,613.4894026,360.4444155,43.03901184,-14.62892498,125.4907995,415.2964557,36.46125367,-5.819847875,22.92824415,11.76648044,-1.475428634,0.725531966,8.385866927,0.803435598,-25.00308226,117.645737,55.09780254,8.376631686,1
0.637121367,1,5.671917048,1,33.53968286,3.811946881,32.130146,-0.87623685,0.122588749,-0.044260634,11.68712881,16.93190456,20.98358131,11.82523349,20.70923345,-16.18017871,4.536312512,1.335317478,-0.721215058,22.08233169,253.0963528,283.8209925,523.5479273,406.7867216,3.07118088,28.08835848,215.7418047,102.4547672,227.5381077,450.9526167,19.67627894,30.93563301,-0.816067303,6.171372601,1.488866099,0.913731206,94.60411244,142.338932,35.24701942,7.990183171,1
0.523736941,0.206634685,-4.363222053,2.942143158,15.91181377,0,6.074249861,3.150397693,12.38730026,1.901294798,0,255.1044297,74.01223601,34.33230051,29.20520787,29.16217484,3.249280148,16.29091669,1.924770187,12.61966466,38.75756842,25.65924673,499.437902,100.9205367,23.12480338,46.22578304,5.727377135,123.9918781,50.6081593,154.5124915,0.021778329,-3.34628658,7.183561355,-0.001021288,2,0.234229581,108.2395442,213.6102301,116.0639991,28.85974822,1
-3.104940401,2.765888323,1,1,16.88108428,5.867864878,1.473367859,3.331253234,8.2754311,0,0,9.233900376,42.35432397,100.0699047,5.424946378,40.99677871,0,2.633494196,0,13.09128247,878.2043242,-3.890193868,7.040962972,91.56020024,-198.3514758,20,50.06013697,397.888075,234.0151038,145.9622458,8.035701247,4,12.9929605,-0.467166599,5.225076639,-0.462855795,93.11652551,10.11894455,264.6090607,20.48979389,1
5.932549793,0.680888874,2,2.050353345,39.80903901,1.536397911,9.556182814,4.869841224,7.240641172,13.37996407,-2.676389107,112.5766384,4.507573242,4.749438308,37.56450942,-0.98328847,1.773189731,1.805836671,0,34.07901892,12590.91722,40.7252956,158.8555652,172.0560515,5.716668229,24.78000212,608.1101266,362.6898419,-0.023370557,37.04602969,-4.56061124,0.214719036,6.120887441,1,1.249406367,1.025821187,114.3443273,10.65884112,243.850379,-18.41783529,1
1,-1.077399999,0.47478085,1,7.306638398,0,13.71858495,3.365014431,4.16736376,2.239508802,0,37.25224405,40.39534204,27.79960347,5.957416915,16.94287876,0,0,0,18.05176493,360.9026431,424.5457787,-1474.403424,109.8870413,54.59028261,199.6481,98.34044437,268.6971318,190.4147355,11.91016929,6.656789314,-11.90166878,1.673561224,-5.963005811,4.656958117,0.259565033,75.22517428,44.91547532,50.14318684,6.213573093,1
2.657859137,1,0.959279571,1,9.455892192,0,6.083941868,4.592099484,4.182850474,0,0,20.08181057,52.09018534,115.8966242,6.994407437,24.09757792,0,1.039929326,0,74.65188757,802.2126124,12.8097299,235.0968979,59.08627228,110.9654248,291.9566804,10.47187588,137.1790662,293.3827486,137.9279153,13.48127586,15.43270528,23.41251822,1,5.449884785,0.109823074,47.0660367,20.38714548,184.3953155,-34.24922095,1
2.366266365,5.767144352,2.144902882,1,10.85286136,1.116083224,15.01321648,-2.613448595,5.710844987,0,-3.513310781,31.37018284,3.482570653,78.78491315,92.60945912,140.3655363,1.376426628,0,0,19.11146072,43.53488029,1.005560912,238.7139572,125.110882,58.45272617,72.42457966,129.3011522,572.7579715,147.9850267,369.2381052,-3.540867697,25.71755166,12.40303361,1,1.624197238,0.43,74.67942483,113.708956,52.881629,55.8895157,1
2.919126241,1,-0.231824202,1,18.46465565,-1.345676739,6,-0.356125773,16.4692112,0,0,-3.710020346,31.86711568,45.28252248,11,-9.865150955,1.588551136,7.248481469,-0.162200397,29.28063968,101.0153224,310.996571,326.2073857,15.98315591,0.341866638,96.50053854,317.7721315,837.7698229,0.732056808,137.0313092,15.23213877,44.18155686,24.13913499,1,2.837664382,0.268997308,64.30172415,8.838117141,92.13167398,23.31004644,1
2,1,2.449263162,1,12.13608953,2,13.458876,0,1,0,0,9.437293733,9.680990206,38.23641327,23.31051652,4.342584577,3.344152528,6.26875872,0,28.99663907,1630.993051,107.3090249,42.96097505,27.89765573,54.22214464,32.50399448,-103.5659766,162.49359,185.2048125,31.73037006,30.87657346,12.23551234,15.44435475,20.34293872,2.122024912,0.593391513,33.41130177,35.69896989,201.1181684,9.028400986,1
6.322232048,1,3.548007841,1,14.56269038,1.727159526,17.56274837,0,10.2712371,24.07406224,0,5.520280478,3.297523953,29.68370477,4,-0.879017275,1.630665627,0,-9.035280477,2,646.7538755,-18.83277645,1353.007346,964.5148402,112.3385301,39.47319572,423.332281,361.3050495,51.06953644,123.3806555,6.949238828,11.10933403,6.303175023,1,9.49156527,0.806482143,72.37367847,42.71048624,8.1965611,58.12422118,1
6.661885683,2.310999636,2.263689874,1,2.407648556,0,9.873489972,2.110306293,1,7.138583215,0,34.66154683,7.244693123,57.79939431,-0.231658657,6.604012877,1.801527236,-0.378996129,0,2,150.0350801,235.9099521,364.9995204,151.5215839,20.46993177,84.23001313,2225.205538,121.6149948,705.4641481,-5.163699991,6.67599726,-8.622891349,6.001639502,2.055584832,3.91227822,0.338185332,85.68419062,2.290228863,14.47425454,-135.304131,1
0.696965132,1,-1.546614564,1,13,-0.104857093,8.547081824,0,0.466794871,0,0,57.18108671,22.10108782,6.564443496,42.08953317,5.239692665,1.202869851,0,6.315254679,9.591459195,1868.868591,169.9129099,1339.7317,275.4975623,23.45150449,152.4766853,706.5649434,692.1074085,74.90417049,-124.2966212,18.51945614,12.80035263,13.90155866,6.356106486,3.845430706,-0.028959175,31.28751719,21.1177603,104.0668707,-7.392816114,1
2.240767046,4.22551332,6.016883218,1,23.2382584,0,12.64699787,8.093956076,1,1.141959365,1.193898611,45.44881971,10.20313184,46.21004473,-3.129084194,30.16556291,-1.144860457,4.11837954,4.391592032,19.07621528,237.1018667,97.48544864,546.2510094,70.19510981,347.8339098,66.48943417,285.9781184,105.5127145,87.71157496,11.9618388,-10.6850592,27.44682919,3.743763326,1,4.514832914,0.592166986,58.90185503,17.11857,20,36.58587385,1
2.596572561,-1.577172164,1,1,39.56276326,1.6745807,6.075367899,-2.111467318,-0.519313388,0.839577942,0,14.56663035,6.832983288,1,-0.960070497,18.77324451,0,-1.296928937,1.152207813,46.54782814,57.02754338,142.9540007,815.66198,69.34607389,612.9103881,21.62103724,-5.023045313,48.53909521,-78.12263601,22.30767712,80.06716223,1.342101559,0.753991494,1,0.797561475,0.18052941,95.93989026,72.63956016,181.3277645,8.217947634,1
5.953825603,-0.29731343,6.159807321,2.496802028,22.25760313,0,16.48518541,0,14.3465925,0,1,10.31574185,20.8548789,-8.604985363,10,84.06720444,7.111284463,-0.768704974,1.979455726,7.442553051,750.8903639,57.35483582,40.38825872,271.6589481,1358.82565,47.43313605,181.106366,150.1525127,253.2426772,33.82396058,1,11.20599371,39.76660115,13.04499272,0.070854874,0.350071126,127.3532326,71.06466033,-0.877633295,67.50342168,1
0.638048718,2.432298016,2,1,22.22846478,2.225550097,-1.581376235,0,5.365580343,13.30160025,0,16.55916878,5.850931473,113.7552308,-0.623036464,72.30375759,3.404695697,8.965173476,13.68907006,6.769149033,1276.158722,93.4908603,536.6294882,1280.347006,23.01592691,4.906996084,277.6298439,135.4332269,679.827616,124.0369391,5.253517846,-0.854333299,0.669981178,14.44034533,9.494306488,0.058949911,20.31286102,438.0012142,81.95341162,15.93760757,1
1.124474411,0.318824285,4.079573724,1,36.81107504,-0.312090292,7.122918033,1,7.858098086,0,2.038172975,8.834405183,9.75613242,55.28656069,0,10,2.93300982,1.134310895,0,8.8954691,807.401663,13.39734992,137.6889915,515.1210839,1285.877612,128.5377436,372.1626819,179.4959426,169.7383475,121.0593602,4.214021419,7.365856692,1.461434184,1,1,-0.507546216,37.45722788,106.265391,81.03115235,7.298476584,1
5.059958065,0.336871545,4.48885365,1.276705137,6,0,12.24116141,0,1,0,1.546205159,-16.22988742,88.2903236,3.254409977,-0.090068661,23.64169612,0,1,2.059025086,16,78.50090164,2465.261043,403.4704006,265.5102857,182.3408044,21.32304739,295.7909601,97.39659366,19.4771193,87.85079265,42.79426748,14.55046857,4.034112681,4.560489142,0.540415512,-0.491711323,71.09402945,13.45398378,83.46355665,15.33977674,1
2.510641203,3,1,1,25.6648681,0,12.77365111,1.277653688,1,0,12.27856168,-2.973410985,66.37240933,60.84673518,4.365650641,76.11403688,-0.524307249,-1.891919387,7.748995383,16.60236367,769.9006478,-26.96441971,250.8692406,83.35186261,61.87863559,19.34020029,329.233172,138.8189055,268.0527387,412.300944,46.65387037,9.071576738,4.373515077,8.742037126,9.425857747,-0.597480755,108.9391661,-15.93565287,409.2932091,31.70207302,1
-0.651991209,1,1,2.113013547,27.279547,0,11.39308486,0,13.42445675,2.288977119,0,26.73914598,1.156438758,45.95988331,-0.696373917,15.84636051,15.62706529,0,9.666492206,8.985266743,367.8294878,3.971992412,494.8389476,40.67288917,77.27892157,124.4979971,113.5552599,130.2488839,618.3812792,25.26823211,26.27806891,9.251193815,-0.742467758,-1.445537103,7.866552069,-0.02931575,118.5725236,50.10353092,-14.43089721,58.27431597,1
0.000343739,1,2,1,0.648278507,1.634053663,36.64045337,3.715218908,1,3.287029953,0,38.75774073,11.55188955,7.463531145,1.28082857,4.490512516,1.080409629,8.680233349,-0.127765448,18.57676473,321.285881,0.777674021,420.8269164,21.17723597,59.39627454,260.9082468,222.3099485,243.7843276,13,59.96528619,8.410379318,26.83589417,13.50601544,18.6679075,2.222661013,0.160960612,164.4634207,226.5265779,44.49987877,-9.432171898,1
4.147565604,3.958153931,5.735964242,1,27.72239009,0,-5.548439844,-1.237612506,29.67924392,0,0,40.96726203,4,294.2695423,19.81716284,25.61900055,0,0,-0.841608068,21.83858199,1341.148147,8.051161395,239.5016393,24.63017633,196.3734648,180.1049735,592.0570214,653.7536045,-56.26234102,562.4171446,79.73338726,11.31057012,47.55177035,4.574118765,2.686119139,1.839328676,227.8387831,882.0198838,63.3627031,136.0996729,1
1,1,2.204624288,1,9.114264479,1.535110046,7.322616659,6.389413315,5.440479708,0,2.914436404,19.19160799,32.30736003,13.75798272,-0.200482485,6.459439313,-0.179956925,0,3.074992884,11.68564661,1218.574834,57.33468674,218.1679463,45.11928632,245.4260339,522.8112247,7.156760378,286.6466171,37.40906269,665.9541961,13.50213414,15.11235405,1,-0.943184384,2.263471825,0.022301777,113.1505558,20.58156221,-1.45243849,34.803468,1
0.085312845,5.141989964,0.841001048,1,15.57592581,1.474019904,54.97571309,0,11.24790548,2.902022147,0,35.77178961,115.6274671,7.310571222,4.113565999,28.42005189,0,0.164706847,15.33604353,42.74910933,166.875037,162.1526896,231.92329,7.774494913,225.8235622,12.94564179,244.9171112,-17.42837629,640.4969951,316.658445,12.46205465,56.65407701,1.186329658,0.001491485,2.403337094,-0.012562838,40.1419493,40.31249141,-30.70320001,26.22561045,1
2.916661023,4.801154187,2,1,8.636540782,1.574485442,3.260397592,-0.78714994,2.83425788,-0.680308239,5.7314408,62.75844582,11.16049792,145.3849232,5.243999114,-5.73731126,2.984238497,12.22876165,-0.166286298,-5.197783631,809.5531737,-119.1432234,182.7062759,464.5073204,68.36237003,54.96162506,119.1496936,175.7656518,52.54542656,88.46690863,5.18175612,8.871965275,60.98754522,10.71578511,1.651138238,0.017522961,64.50423537,0.66922674,34.1511062,2.0651024,1
12.74700851,6.349934899,1.976650814,1,20.53298334,3.534257148,16.905,-0.478184969,2.061529279,3.545907377,19.81822816,32.52420974,28.76575744,75.93146844,3.382463402,42.88647451,-0.096244938,14.73080844,-4.710340843,124.8970543,334.2361686,8.415362552,-65.19487972,113.5391521,387.6575928,211.47387,4.21332365,428.7047371,20.54907312,52.05516305,7.441060325,8.406824719,9.437359616,1,3.824632817,0.047122534,80.65810805,18.50410403,102.9835704,40.45876263,1
2,4,4.387299001,5.208035068,14798.01165,0,16.12687097,3.933075071,4.448099098,37.70737837,0,0.696426219,3.489555879,48.09001412,17.14429428,63.057516,1.385306967,1.231894881,-0.5977173,23.98789269,309.5358088,58.77806686,696.0748183,88.98614317,132.2116074,270.5483395,283.6621321,1428.62426,23.17472476,101.24687,-1.451971104,6.516844309,2,2.249081255,0.300956801,0.304134176,28.28151453,4.943134436,223.3352598,10.61186197,1
4.407240814,0.418873397,0.175376823,1,20.89494741,1.763755434,11.81555251,4,4.302358226,33.83676394,0,-0.721685443,11.51347245,15.71706594,26.17244925,61.8076312,0,-1.966529891,0,26.23031371,844.0543281,-21.22566244,-174.3910639,7.228406147,21.46206699,81.25790027,223.7467906,242.2401174,86.45817618,161.1262101,0.406388528,8.5049783,2.504305171,2.073078654,1.505786806,-5.216074682,13.44253992,7.933580585,30.22402701,21.17843449,1
