AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
3,3,3,1,13,0,10,1,5,6,4,15,15,9,9,15,0,5,1,9,342,31,208,73,117,103,115,169,74,95,8,8,8,8,5,0.5,48,48,52,29,1
3,3,3,2,19,1,15,2,2,0,3,14,15,15,4,15,0,7,7,1,293,32,190,42,126,72,103,148,53,95,8,8,10,7,4,0.38,45,45,51,33,0
2,2,2,1,8,0,6,2,2,41,19,46,46,5,11,46,1,6,0,39,672,74,429,128,252,170,203,311,123,188,18,18,18,4,3,0.4,97,97,97,57,1
1,1,1,1,11,0,9,1,5,8,1,28,28,8,2,16,0,8,0,8,376,36,256,89,151,86,116,157,81,76,11,11,13,9,5,0.34,48,48,52,40,1
1,1,1,1,3,0,3,0,1,7,5,7,7,0,1,7,0,0,0,7,88,13,54,30,19,21,29,37,27,10,1,1,1,1,0,0.39,7,7,7,7,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,55,3,9,8,0,44,7,8,8,0,0,0,0,0,0,4.89,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,4,0,0,0,52,7,9,8,0,36,7,8,8,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,35,3,5,4,0,27,3,4,4,0,0,0,0,0,0,5.4,0,0,0,0,0
1,1,1,1,4,0,4,0,5,0,0,24,24,24,11,24,3,0,0,21,218,36,162,78,53,21,68,104,58,46,3,3,4,1,1,0.13,31,31,34,24,0
1,1,1,1,19,1,16,1,5,0,0,16,16,16,12,16,0,2,1,13,313,35,224,88,122,54,97,127,80,47,7,7,7,1,2,0.24,29,29,29,16,0
2,2,2,1,10,0,10,1,1,0,0,4,4,4,5,4,0,0,0,4,99,8,59,26,28,35,39,49,25,24,4,4,4,1,2,0.59,9,9,9,4,0
3,3,3,2,23,0,16,7,2,34,16,43,43,9,0,43,0,23,0,20,1133,55,740,209,481,338,338,482,198,284,15,7,15,7,3,0.46,153,136,169,116,0
2,2,2,1,11,0,9,1,7,2,1,46,47,44,14,46,1,5,1,39,597,56,465,121,262,78,204,305,115,190,8,8,11,4,3,0.17,98,98,108,53,0
3,3,4,1,22,2,19,0,12,1,2,67,65,58,61,59,1,3,0,55,1721,208,1422,404,907,91,611,851,330,521,93,93,130,20,7,0.06,247,247,304,104,0
2,2,2,1,14,0,10,3,4,1,1,16,16,14,8,15,1,2,0,12,296,35,176,59,102,86,94,132,61,71,9,9,9,3,3,0.49,36,36,38,18,0
1,1,1,1,6,0,6,0,1,0,7,3,3,3,5,3,0,0,0,3,156,9,116,71,42,31,80,99,68,31,2,2,2,1,1,0.27,4,4,4,3,0
5,5,5,1,25,2,21,2,1,0,0,4,6,6,0,6,0,1,5,0,149,20,100,47,51,32,60,82,44,38,14,14,15,4,3,0.32,20,20,21,7,0
2,2,2,1,8,0,8,0,1,2,0,3,3,1,1,3,0,0,0,3,54,6,31,9,15,18,10,18,9,9,4,4,4,1,2,0.58,6,6,6,3,0
1,1,1,1,5,0,4,1,1,0,0,2,2,2,1,2,0,0,2,0,41,4,13,5,4,24,5,9,5,4,2,2,2,1,1,1.85,3,3,3,2,0
3,3,3,1,19,2,15,2,1,0,0,10,11,11,5,11,0,1,5,5,288,41,187,69,106,61,116,149,69,80,19,19,20,6,7,0.33,34,34,35,17,0
1,1,1,1,13,1,8,2,2,1,0,9,9,8,6,9,0,1,1,7,170,25,104,54,56,41,73,84,52,32,2,2,2,1,1,0.39,10,10,10,9,1
1,1,2,1,17,1,16,0,10,1,0,37,38,39,13,40,14,3,3,20,632,56,516,151,323,60,141,208,99,109,5,5,6,4,2,0.12,69,69,86,53,0
1,1,2,1,11,0,11,0,2,0,0,9,9,9,5,9,0,0,0,9,135,10,104,35,64,21,39,51,29,22,3,3,8,1,1,0.2,17,17,24,9,0
1,1,1,1,10,1,9,0,1,0,0,1,1,1,0,1,0,0,0,1,40,4,19,15,7,17,13,15,14,1,1,1,1,1,0,0.89,1,1,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,4,0,0,0,32,5,7,6,0,20,5,6,6,0,0,0,0,0,0,2.86,0,0,0,0,0
1,1,1,1,4,0,4,0,1,0,0,10,10,10,4,10,0,1,0,9,104,15,63,25,26,26,31,43,17,26,2,2,2,1,1,0.41,11,11,11,10,0
2,2,2,1,17,2,10,4,2,0,1,5,9,9,3,9,0,0,0,9,160,25,70,29,33,65,38,51,25,26,6,6,6,4,4,0.93,10,10,10,8,0
1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,0,3,46,5,19,12,3,22,8,12,9,3,1,1,1,1,0,1.16,3,3,3,3,0
2,2,3,1,15,0,11,2,1,0,1,11,16,16,2,16,0,0,4,12,249,29,160,64,89,61,90,119,64,55,15,15,17,1,5,0.38,32,32,34,11,0
1,1,1,1,7,0,7,0,2,0,0,8,8,8,6,8,0,0,1,7,126,16,85,41,41,25,48,64,35,29,4,4,5,3,2,0.29,13,13,14,12,0
1,1,1,1,7,0,3,4,1,0,0,8,8,8,0,8,0,0,4,4,105,10,37,20,8,58,14,23,15,8,1,1,1,1,0,1.57,8,8,8,8,0
2,2,2,1,16,0,11,4,2,0,0,22,22,20,12,20,16,3,0,1,457,35,286,87,166,136,128,190,84,106,6,6,9,3,3,0.48,54,54,57,28,0
1,1,1,1,4,0,4,0,1,0,1,2,2,2,3,2,0,0,0,2,49,7,16,9,5,26,9,12,8,4,1,1,1,1,0,1.63,2,2,2,2,0
3,3,3,2,15,0,11,5,1,3,0,4,4,1,0,4,0,1,0,3,92,6,51,17,33,44,24,38,17,21,5,5,6,4,3,0.86,13,13,15,10,0
1,1,1,1,14,0,11,1,6,0,0,57,57,54,17,54,7,7,1,39,827,86,606,178,380,136,270,391,170,221,20,20,21,4,4,0.22,108,108,111,62,1
0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,3,33,4,8,7,0,21,6,7,7,0,0,0,0,0,0,2.63,0,0,0,0,0
1,1,1,1,4,0,4,0,1,0,0,6,6,6,1,6,0,0,0,6,66,8,41,25,14,17,20,27,18,9,3,3,3,1,0,0.41,10,10,10,6,0
1,1,1,1,6,0,6,0,2,0,0,20,20,16,5,16,2,0,0,14,190,22,148,66,70,20,66,90,46,44,2,2,2,1,1,0.14,24,24,24,20,0
1,1,1,1,5,0,4,0,2,0,0,12,12,12,2,12,0,1,0,11,107,15,69,33,26,23,28,43,26,17,3,3,5,3,1,0.33,14,14,16,14,0
1,1,1,1,6,0,5,0,2,0,0,9,9,9,4,9,0,0,0,9,108,10,62,28,27,36,29,40,25,15,2,2,5,1,1,0.58,10,10,13,9,0
2,2,2,1,17,1,12,4,1,4,1,10,10,6,4,10,0,0,1,9,239,26,150,63,87,63,102,124,53,71,6,6,7,6,2,0.42,24,24,29,15,0
2,2,3,1,12,0,11,0,1,2,2,20,20,18,4,20,2,2,0,16,318,27,262,123,111,33,85,128,49,79,11,11,13,11,2,0.13,43,43,65,37,0
2,2,2,1,12,0,9,3,1,0,0,13,13,13,3,13,0,1,3,9,237,28,140,48,80,73,69,101,43,58,9,9,10,5,2,0.52,32,32,34,20,0
1,1,1,1,10,0,7,3,1,0,1,9,9,9,4,9,0,0,0,9,141,11,79,27,43,51,47,63,26,37,4,4,4,1,1,0.65,15,15,15,9,0
1,1,1,1,10,0,7,3,1,0,1,9,9,9,4,9,0,0,0,9,141,11,79,27,43,51,47,63,26,37,4,4,4,1,1,0.65,15,15,15,9,0
2,2,2,1,14,0,10,3,2,0,0,4,4,4,0,4,1,0,0,3,127,14,49,22,28,64,33,39,22,17,3,3,4,1,2,1.31,8,8,9,4,0
1,1,1,1,7,0,5,2,1,0,0,6,6,6,2,6,0,0,1,5,81,10,37,14,17,34,15,26,14,12,4,4,4,1,2,0.92,9,9,9,6,0
1,1,2,1,14,0,7,6,2,0,1,14,20,20,3,20,2,5,6,7,307,31,134,41,70,142,61,96,42,54,5,5,6,3,4,1.06,27,27,28,16,0
3,2,4,1,13,0,12,1,2,20,8,57,55,37,30,57,35,10,0,12,1248,75,741,166,533,438,423,562,130,432,24,21,29,11,4,0.59,209,140,237,74,1
1,1,1,1,6,0,3,2,1,0,0,10,10,10,2,10,0,0,0,10,123,12,58,32,16,53,27,38,26,12,2,2,2,1,0,0.91,11,11,11,10,1
1,1,1,1,12,0,5,6,1,0,1,9,9,8,0,8,0,0,0,8,169,11,60,24,28,98,20,30,16,14,2,2,2,1,1,1.63,10,10,10,9,0
1,1,1,1,8,0,6,1,2,2,3,11,11,9,5,11,0,2,0,9,145,20,83,37,43,42,45,62,39,23,3,3,3,1,2,0.51,16,16,16,11,0
1,1,1,1,4,0,3,0,1,0,0,11,11,11,2,11,0,0,0,11,95,13,55,29,15,27,24,36,22,14,2,2,2,1,0,0.49,12,12,12,11,0
1,1,1,1,7,0,6,0,1,0,0,3,3,2,0,2,0,0,0,2,55,6,30,17,11,19,14,18,15,3,2,2,2,1,1,0.63,4,4,4,3,0
1,1,1,1,6,0,6,0,1,0,0,3,3,3,0,3,0,0,3,0,55,5,31,18,10,19,16,22,15,7,3,3,3,1,2,0.61,5,5,5,3,0
1,1,1,1,3,0,3,0,1,0,0,10,10,10,3,10,1,0,1,8,82,15,51,27,16,16,21,32,19,13,1,1,3,1,0,0.31,10,10,12,10,0
2,2,3,2,11,2,8,0,1,0,0,5,5,5,0,5,0,0,3,2,97,21,54,19,23,22,25,38,17,21,6,6,7,6,4,0.41,13,13,15,10,0
2,2,2,1,11,1,8,2,1,0,0,3,3,3,3,3,0,0,0,3,77,11,40,22,19,26,23,30,19,11,4,4,5,3,2,0.65,6,6,7,5,0
1,1,1,1,4,0,4,0,1,0,1,3,3,3,0,3,0,0,0,3,59,6,20,10,6,33,9,14,9,5,2,2,2,1,1,1.65,4,4,4,3,0
2,2,2,1,10,3,7,0,1,0,0,5,5,5,1,5,0,0,3,2,103,23,53,22,22,27,23,36,19,17,4,4,5,3,4,0.51,10,10,12,7,0
3,3,3,1,13,0,12,0,1,0,0,2,2,2,3,2,0,0,0,2,60,5,37,14,17,18,16,24,14,10,4,4,4,1,3,0.49,6,6,6,2,0
1,1,1,1,6,0,6,0,1,0,0,2,2,2,0,2,0,0,0,2,40,3,20,10,8,17,11,15,9,6,2,2,2,1,1,0.85,3,3,3,2,0
2,2,3,1,14,0,12,2,1,0,0,3,3,3,0,3,0,0,1,2,75,6,44,17,26,26,26,35,17,18,6,6,7,1,3,0.59,8,8,9,3,0
3,3,4,1,9,0,8,0,1,0,0,4,4,4,5,4,3,0,0,1,71,9,46,18,23,16,25,34,17,17,8,8,8,4,1,0.35,15,15,16,7,0
2,2,3,1,15,0,15,0,1,0,0,3,3,3,0,3,0,0,1,2,80,7,53,17,35,21,26,35,17,18,6,6,8,1,3,0.4,8,8,10,3,0
2,2,2,1,16,0,13,3,1,0,0,3,3,3,0,3,0,0,1,2,84,7,50,17,31,29,24,33,17,16,5,5,5,1,4,0.58,7,7,7,3,0
2,2,2,1,16,0,13,2,1,0,0,3,3,3,0,3,0,0,1,2,83,7,49,16,30,28,23,32,16,16,5,5,5,1,4,0.57,7,7,7,3,0
2,2,2,1,16,0,14,1,1,0,0,3,3,3,0,3,0,0,1,2,82,7,53,17,34,24,24,33,17,16,5,5,6,1,4,0.45,7,7,8,3,0
1,1,2,1,10,0,9,0,1,0,0,5,5,5,1,5,0,0,1,4,95,10,60,20,35,26,26,37,19,18,5,5,6,1,4,0.43,9,9,10,5,0
1,1,1,1,5,0,5,0,3,2,0,34,34,32,11,34,2,4,0,28,323,42,256,103,111,25,119,182,84,98,5,5,5,5,3,0.1,59,59,60,45,0
2,2,2,1,11,0,8,2,1,1,0,10,10,9,3,10,0,3,0,7,168,23,101,30,51,44,46,76,35,41,6,6,6,1,2,0.44,24,24,26,10,0
4,4,4,1,45,5,33,6,3,0,0,18,21,21,10,21,0,2,7,12,894,135,606,118,437,153,298,391,112,279,16,16,18,5,5,0.25,75,75,81,28,1
3,3,3,1,17,0,13,4,4,0,1,15,20,20,10,20,0,2,3,15,412,35,260,91,141,119,126,185,85,100,12,12,13,5,5,0.46,46,46,49,23,0
3,2,3,1,16,0,13,2,2,2,7,7,5,5,4,7,0,3,0,4,202,20,128,58,74,56,72,92,52,40,10,8,10,1,3,0.44,21,19,22,7,0
1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,1,2,47,6,25,14,7,16,12,17,12,5,2,2,2,1,1,0.64,4,4,4,3,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,68,6,11,10,0,51,8,9,9,0,0,0,0,0,0,4.64,0,0,0,0,0
2,2,2,1,18,1,12,4,1,6,1,6,6,0,0,6,0,0,0,6,158,18,100,40,53,41,60,75,35,40,7,7,7,1,2,0.41,14,14,14,6,1
1,1,1,1,4,0,3,0,1,0,0,5,5,5,4,5,0,0,0,5,53,7,25,11,8,21,13,19,11,8,1,1,1,1,0,0.84,5,5,5,5,0
3,3,3,1,15,0,12,3,1,0,10,7,7,7,0,7,0,0,6,1,168,14,107,42,70,49,70,92,44,48,10,10,11,5,4,0.46,22,22,23,11,0
2,2,2,1,10,1,8,0,1,0,0,3,3,3,2,3,1,0,0,2,61,9,35,13,16,17,16,24,11,13,5,5,5,1,2,0.49,7,7,7,3,0
1,1,2,1,10,0,9,1,3,2,1,15,15,13,5,15,0,2,0,13,195,23,129,44,68,45,50,76,34,42,5,5,5,1,1,0.35,26,26,31,15,0
3,3,3,2,21,1,18,1,3,0,0,18,18,18,13,18,0,3,0,15,316,35,245,48,154,37,108,162,50,112,14,14,16,10,4,0.15,58,58,65,36,0
0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,48,4,8,7,0,36,4,5,5,0,0,0,0,0,0,4.5,0,0,0,0,0
1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,1,2,45,5,16,8,4,24,6,10,6,4,1,1,1,1,0,1.5,3,3,3,3,0
1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,38,4,12,6,3,22,5,8,5,3,1,1,1,1,0,1.83,2,2,2,2,0
1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,38,4,12,6,3,22,5,8,5,3,1,1,1,1,0,1.83,2,2,2,2,0
2,2,2,1,9,0,8,1,1,0,0,1,3,3,0,3,0,0,0,3,41,5,15,8,5,21,8,11,8,3,2,2,2,1,1,1.4,2,2,2,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,34,3,5,4,0,26,3,4,4,0,0,0,0,0,0,5.2,0,0,0,0,0
1,1,1,1,2,0,2,0,1,2,0,3,3,1,0,3,0,2,0,1,39,3,11,6,2,25,3,7,5,2,1,1,1,1,0,2.27,3,3,3,3,0
1,1,1,1,7,0,7,0,1,0,0,4,4,4,3,4,1,0,0,3,63,6,37,12,20,21,18,25,9,16,2,2,2,1,1,0.57,6,6,6,4,0
2,2,2,1,14,1,12,1,2,0,0,7,7,7,7,7,0,3,0,4,171,19,119,53,69,35,73,91,49,42,4,4,5,1,2,0.29,15,15,16,7,0
2,2,2,1,22,2,17,3,1,2,1,3,3,1,0,3,0,2,1,0,130,13,85,38,55,32,33,42,26,16,6,6,6,1,3,0.38,8,8,8,3,0
1,1,1,1,3,0,3,0,1,0,0,7,7,7,2,7,0,0,0,7,59,8,34,17,8,17,12,21,12,9,2,2,2,1,1,0.5,8,8,8,7,0
1,1,1,1,8,0,8,0,1,0,3,13,13,13,13,13,0,0,0,13,194,22,136,50,76,36,80,104,44,60,9,9,9,4,3,0.26,23,23,23,16,0
1,1,1,1,3,0,3,0,1,0,0,7,7,7,2,7,0,0,0,7,63,9,37,20,9,17,13,22,14,8,2,2,2,1,1,0.46,8,8,8,7,0
2,2,3,1,18,0,11,6,1,4,5,7,7,3,2,7,0,0,0,7,185,14,96,32,65,75,61,78,32,46,9,9,14,4,3,0.78,17,17,22,10,0
1,1,1,1,4,0,4,0,1,0,1,3,3,3,0,3,0,0,0,3,59,6,20,10,6,33,9,14,9,5,2,2,2,1,1,1.65,4,4,4,3,0
0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,5,0,0,0,5,67,7,13,12,0,47,11,12,12,0,0,0,0,0,0,3.62,0,0,0,0,0
1,1,1,1,4,0,4,0,1,0,0,4,4,4,2,4,0,0,0,4,56,7,24,12,8,25,9,15,9,6,2,2,3,1,1,1.04,5,5,7,4,0
1,1,1,1,5,0,5,0,1,0,0,5,6,6,3,6,1,1,0,4,66,8,42,19,17,16,16,22,15,7,2,2,3,1,0,0.38,6,6,9,5,0
2,2,2,1,10,0,9,0,5,0,4,24,24,24,17,24,1,5,0,18,330,41,246,70,142,44,120,175,70,105,6,6,7,5,3,0.18,49,49,51,31,0
2,2,2,1,8,0,7,0,1,0,0,2,2,2,1,2,0,0,0,2,47,5,24,12,10,18,13,18,11,7,3,3,3,1,2,0.75,4,4,4,2,0
2,2,2,1,11,0,9,2,2,0,0,8,10,10,4,10,0,2,1,7,148,15,90,25,50,43,49,70,25,45,5,5,5,1,3,0.48,19,19,20,8,0
2,2,2,1,14,0,12,1,1,0,0,6,6,6,6,6,0,2,0,4,147,19,85,27,55,43,55,69,27,42,6,6,6,4,2,0.51,13,13,16,9,0
1,1,1,1,8,0,4,4,2,1,3,6,6,5,1,6,0,0,2,4,129,11,63,34,23,55,35,45,31,14,2,2,2,1,1,0.87,7,7,7,6,0
6,5,6,6,35,0,35,0,1,0,9,14,14,14,4,14,0,11,0,3,784,26,752,288,571,6,243,323,56,267,29,29,29,29,3,0.01,95,79,95,86,0
1,1,1,1,4,0,4,0,1,0,0,5,5,5,2,5,1,0,0,4,53,7,30,16,9,16,13,21,11,10,3,3,4,3,1,0.53,7,7,8,7,0
1,1,1,1,7,0,6,0,2,4,2,8,8,2,0,6,0,0,0,6,71,9,45,17,24,17,27,36,21,15,2,2,2,1,1,0.38,10,10,10,8,0
2,2,2,1,14,0,9,4,1,0,0,15,15,15,3,15,1,0,0,14,298,23,154,53,98,121,95,119,55,64,8,8,8,8,5,0.79,38,38,40,24,0
3,3,3,2,14,0,11,2,1,0,1,10,10,10,7,10,1,0,1,8,214,16,135,42,83,66,88,123,42,81,9,9,9,9,4,0.49,34,34,36,21,0
3,3,4,1,17,1,13,2,1,2,1,9,9,7,5,9,1,3,0,5,227,29,151,38,95,47,70,104,33,71,17,17,18,1,2,0.31,35,35,38,9,0
1,1,1,1,8,0,4,4,2,1,2,6,6,5,1,6,0,0,2,4,122,12,59,31,21,51,32,42,28,14,2,2,2,1,1,0.86,7,7,7,6,0
2,2,2,1,7,0,7,0,1,0,0,2,2,2,3,2,0,0,0,2,54,4,27,15,11,23,15,20,14,6,3,3,3,1,2,0.85,4,4,4,2,0
1,1,1,1,4,0,4,0,1,0,1,3,3,3,0,3,0,0,0,3,60,6,20,10,6,34,9,14,9,5,2,2,2,1,1,1.7,4,4,4,3,0
7,3,22,4,27,1,26,0,1,0,0,3,3,3,0,3,1,2,0,0,149,11,83,6,71,55,12,24,6,18,14,6,61,6,3,0.66,21,11,68,12,0
5,4,5,4,28,0,28,0,1,0,11,13,13,13,2,13,0,10,0,3,566,27,533,187,383,6,184,245,49,196,13,13,13,13,3,0.01,65,60,65,59,0
1,1,2,1,8,0,6,2,2,1,0,10,10,9,2,10,0,0,2,8,156,15,92,40,40,49,44,63,33,30,3,3,4,1,1,0.53,19,19,20,10,0
2,2,2,1,8,0,7,1,1,0,4,21,21,21,6,21,2,4,0,15,297,30,219,80,116,54,114,159,64,95,5,5,5,1,2,0.25,43,43,45,21,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,39,4,7,6,0,28,5,6,6,0,0,0,0,0,0,4,0,0,0,0,0
3,3,3,2,29,0,21,6,2,0,0,6,6,6,1,6,0,0,0,6,235,15,150,52,87,70,64,89,43,46,8,8,9,8,3,0.47,20,20,21,13,0
1,1,1,1,9,0,7,1,1,0,0,10,10,10,1,10,1,1,4,4,148,14,94,41,40,40,35,51,27,24,4,4,4,3,2,0.43,17,17,19,12,0
1,1,1,1,11,0,8,2,1,0,0,6,6,6,1,6,0,0,4,2,123,10,72,36,26,41,30,42,23,19,3,3,3,1,2,0.57,10,10,10,6,0
1,1,1,1,11,0,10,1,1,0,0,5,5,5,1,5,0,1,2,2,122,10,69,32,30,43,25,32,20,12,3,3,3,3,2,0.62,7,7,7,7,0
1,1,1,1,7,0,6,1,1,0,0,9,9,9,0,9,0,0,1,8,122,12,76,39,26,34,23,34,23,11,2,2,2,1,1,0.45,10,10,10,9,0
1,1,1,1,4,0,4,0,2,0,0,28,28,28,11,28,0,0,6,22,246,34,168,79,56,45,68,103,54,49,6,6,6,6,3,0.27,33,33,33,33,0
1,1,1,1,9,0,8,1,1,0,4,5,5,5,0,5,0,0,3,2,105,11,61,44,15,33,22,28,23,5,1,1,1,1,0,0.54,5,5,5,5,0
1,1,1,1,8,0,8,0,2,0,0,5,5,5,0,5,0,0,4,1,74,7,50,23,21,17,24,30,21,9,1,1,1,1,0,0.34,5,5,5,5,0
1,1,1,1,10,0,10,0,1,0,0,4,4,4,2,4,1,0,1,2,90,8,60,28,27,22,21,26,19,7,1,1,1,1,0,0.37,4,4,4,4,0
1,1,1,1,23,0,19,3,1,0,0,4,4,4,0,4,0,0,3,1,143,8,97,51,41,38,24,34,26,8,3,3,3,1,2,0.39,7,7,7,4,0
1,1,1,1,10,0,9,0,9,0,0,39,42,39,13,39,16,13,3,7,576,57,458,212,211,61,185,270,148,122,6,6,6,6,4,0.13,69,69,69,46,0
1,1,1,1,4,0,3,0,1,0,0,7,7,7,1,7,0,1,0,6,73,9,40,21,10,24,16,25,15,10,2,2,2,1,1,0.6,8,8,8,7,0
1,1,1,1,28,4,19,6,1,2,0,2,2,0,0,2,0,1,0,1,89,12,49,22,34,30,43,46,22,24,1,1,1,1,0,0.61,2,2,2,2,0
2,2,2,1,12,1,11,0,3,0,0,10,10,10,5,10,0,1,0,9,169,20,119,46,67,30,57,79,43,36,8,8,8,5,3,0.25,20,20,22,14,0
5,5,14,1,28,8,20,0,1,0,10,2,2,2,1,2,0,0,0,2,122,23,60,24,42,49,32,44,23,21,10,10,28,1,3,0.82,11,11,29,2,0
1,1,1,1,4,0,3,0,1,0,1,4,4,4,0,4,0,0,0,4,63,7,24,12,7,32,10,16,10,6,2,2,2,1,1,1.33,5,5,5,4,0
1,1,1,1,6,0,6,0,1,0,0,2,2,2,2,2,0,0,0,2,62,7,23,12,8,32,13,17,11,6,2,2,2,1,1,1.39,3,3,3,2,0
1,1,1,1,4,0,3,0,1,0,1,4,4,4,0,4,0,0,0,4,63,7,24,12,7,32,10,16,10,6,2,2,2,1,1,1.33,5,5,5,4,0
4,4,11,1,19,2,13,3,2,0,11,4,2,4,6,4,0,0,0,4,135,19,79,26,57,47,37,53,21,32,13,13,43,1,3,0.59,16,16,46,4,0
1,1,1,1,10,0,3,7,2,0,0,4,6,6,2,6,0,0,0,6,90,10,24,14,4,56,12,18,14,4,1,1,1,1,0,2.33,4,4,4,4,0
1,1,1,1,3,0,3,0,1,0,0,2,2,2,2,2,0,0,0,2,36,3,13,8,3,20,5,8,6,2,1,1,1,1,0,1.54,2,2,2,2,0
1,1,1,1,5,0,4,1,1,1,0,6,6,5,3,6,0,1,0,5,82,10,39,19,13,33,17,26,15,11,2,2,2,1,1,0.85,8,8,8,6,0
1,1,1,1,4,0,3,0,1,0,0,3,3,3,3,3,0,0,0,3,52,7,18,9,5,27,9,13,8,5,1,1,1,1,0,1.5,3,3,3,3,0
1,1,1,1,3,0,2,1,1,0,0,5,3,5,7,5,1,0,0,4,66,10,20,12,4,36,8,11,7,4,1,1,1,1,0,1.8,5,5,5,5,0
1,1,1,1,5,0,4,1,2,0,0,6,6,6,0,6,0,0,0,6,72,9,36,15,12,27,16,28,13,15,5,5,5,5,2,0.75,10,10,10,10,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,62,6,9,8,0,47,7,8,8,0,0,0,0,0,0,5.22,0,0,0,0,0
2,2,2,1,13,0,8,5,1,0,0,3,3,3,0,3,0,0,1,2,78,5,42,24,14,32,24,33,24,9,5,5,6,1,4,0.76,7,7,8,3,0
0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,45,4,6,5,0,35,4,5,5,0,0,0,0,0,0,5.83,0,0,0,0,0
1,1,1,1,13,0,7,6,2,1,0,2,2,1,0,2,1,0,1,0,49,3,17,8,6,29,8,11,8,3,1,1,1,1,0,1.71,2,2,2,2,0
1,1,1,1,8,0,7,0,2,1,1,8,8,6,1,7,0,1,1,5,78,11,50,20,26,17,26,38,19,19,4,4,4,4,1,0.34,13,13,13,11,0
1,1,1,1,8,0,8,0,5,0,2,12,13,13,6,13,0,0,5,8,206,19,141,60,80,46,72,92,55,37,3,3,3,1,2,0.33,17,17,19,12,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,52,2,9,8,0,42,7,8,8,0,0,0,0,0,0,4.67,0,0,0,0,0
1,1,1,1,4,0,3,0,1,0,0,10,10,10,1,10,0,0,0,10,91,14,52,27,16,25,18,31,18,13,3,3,3,3,1,0.48,13,13,13,12,0
2,2,3,1,14,0,8,5,1,1,1,8,8,7,8,8,6,2,0,0,193,20,85,27,45,88,45,63,27,36,5,5,9,5,3,1.04,16,16,24,15,0
0,0,0,0,0,0,0,0,1,0,0,0,14,14,0,14,14,0,0,0,161,17,43,42,0,101,25,26,26,0,0,0,0,0,0,2.35,0,0,0,0,0
2,2,2,1,14,0,10,3,1,4,6,12,12,8,0,12,2,0,6,4,248,22,169,73,90,59,124,152,79,73,5,5,5,1,2,0.35,29,29,29,12,0
1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,28,4,7,4,1,17,3,5,4,1,1,1,1,1,0,2.43,1,1,1,1,0
6,5,7,3,32,2,28,1,2,3,0,8,8,5,2,8,1,2,0,5,322,32,263,87,167,31,145,194,79,115,24,19,29,14,5,0.12,53,46,61,25,0
3,3,3,2,15,1,12,2,5,1,0,16,16,15,15,16,0,2,0,14,360,46,248,86,135,66,124,180,76,104,12,12,12,7,5,0.27,52,52,53,35,0
2,2,2,1,14,1,12,0,1,0,3,27,27,18,9,18,0,4,0,14,502,71,400,138,244,31,197,249,107,142,8,7,10,7,3,0.08,69,62,75,42,0
1,1,1,1,12,0,11,0,7,0,1,60,56,50,48,50,13,19,1,17,950,141,787,255,533,22,483,545,216,329,4,4,5,1,2,0.03,73,73,79,60,0
1,1,1,1,7,0,4,2,2,2,0,11,11,9,6,11,2,2,0,7,144,22,78,45,27,44,42,59,39,20,3,3,3,1,1,0.56,14,14,14,11,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,4,0,0,0,29,5,7,6,0,17,5,6,6,0,0,0,0,0,0,2.43,0,0,0,0,0
